Long	Lat	State	CityTown	ID	bio01	bio02	bio03	bio04	bio05	bio06	bio07	bio08	bio09	bio10	bio11	bio12	bio13	bio14	bio16	bio17	bio18	bio19
-116.0363	50.5359	British Columbia	 Shuswap Lake	116	5.34999992946784	11.1333332558473	30.0900906562399	927.033387198879	21.7999992370605	-15.1999998092651	36.9999990463257	14.2666664520899	0.866666674613953	16.5166666507721	-6.51666667064031	452	67	20	168	71	163	88
-116.0363	50.5359	British Columbia	 Shuswap Lake	117	5.34999992946784	11.1333332558473	30.0900906562399	927.033387198879	21.7999992370605	-15.1999998092651	36.9999990463257	14.2666664520899	0.866666674613953	16.5166666507721	-6.51666667064031	452	67	20	168	71	163	88
-116.0363	50.5359	British Columbia	 Shuswap Lake	118	5.34999992946784	11.1333332558473	30.0900906562399	927.033387198879	21.7999992370605	-15.1999998092651	36.9999990463257	14.2666664520899	0.866666674613953	16.5166666507721	-6.51666667064031	452	67	20	168	71	163	88
-64.31628	48.82526	Quebec	D'Aiguillon	119	3.0958333487312	8.32499998311202	23.7179490564878	974.454297236597	19.7999992370605	-15.3000001907349	35.0999994277954	-0.316666642824809	-4.71666666865349	14.8166666030884	-9.06666668256124	1142	116	70	324	251	302	258
-64.31628	48.82526	Quebec	D'Aiguillon	120	3.0958333487312	8.32499998311202	23.7179490564878	974.454297236597	19.7999992370605	-15.3000001907349	35.0999994277954	-0.316666642824809	-4.71666666865349	14.8166666030884	-9.06666668256124	1142	116	70	324	251	302	258
-64.31628	48.82526	Quebec	D'Aiguillon	121	3.0958333487312	8.32499998311202	23.7179490564878	974.454297236597	19.7999992370605	-15.3000001907349	35.0999994277954	-0.316666642824809	-4.71666666865349	14.8166666030884	-9.06666668256124	1142	116	70	324	251	302	258
-64.31628	48.82526	Quebec	D'Aiguillon	122	3.0958333487312	8.32499998311202	23.7179490564878	974.454297236597	19.7999992370605	-15.3000001907349	35.0999994277954	-0.316666642824809	-4.71666666865349	14.8166666030884	-9.06666668256124	1142	116	70	324	251	302	258
-64.31628	48.82526	Quebec	D'Aiguillon	123	3.0958333487312	8.32499998311202	23.7179490564878	974.454297236597	19.7999992370605	-15.3000001907349	35.0999994277954	-0.316666642824809	-4.71666666865349	14.8166666030884	-9.06666668256124	1142	116	70	324	251	302	258
-64.31628	48.82526	Quebec	D'Aiguillon	124	3.0958333487312	8.32499998311202	23.7179490564878	974.454297236597	19.7999992370605	-15.3000001907349	35.0999994277954	-0.316666642824809	-4.71666666865349	14.8166666030884	-9.06666668256124	1142	116	70	324	251	302	258
-64.31628	48.82526	Quebec	D'Aiguillon	125	3.0958333487312	8.32499998311202	23.7179490564878	974.454297236597	19.7999992370605	-15.3000001907349	35.0999994277954	-0.316666642824809	-4.71666666865349	14.8166666030884	-9.06666668256124	1142	116	70	324	251	302	258
-64.31628	48.82526	Quebec	D'Aiguillon	126	3.0958333487312	8.32499998311202	23.7179490564878	974.454297236597	19.7999992370605	-15.3000001907349	35.0999994277954	-0.316666642824809	-4.71666666865349	14.8166666030884	-9.06666668256124	1142	116	70	324	251	302	258
-64.31628	48.82526	Quebec	D'Aiguillon	127	3.0958333487312	8.32499998311202	23.7179490564878	974.454297236597	19.7999992370605	-15.3000001907349	35.0999994277954	-0.316666642824809	-4.71666666865349	14.8166666030884	-9.06666668256124	1142	116	70	324	251	302	258
-72.818831	46.067638	Quebec	Odanak	128	5.1999998986721	9.33333337306976	22.4358973256817	1171.71979912614	23.8999996185303	-17.7000007629395	41.6000003814697	18.8166666030884	-9.05000021060308	18.8166666030884	-10.0166668891907	1001	99	57	291	188	291	201
-72.818831	46.067638	Quebec	Odanak	129	5.1999998986721	9.33333337306976	22.4358973256817	1171.71979912614	23.8999996185303	-17.7000007629395	41.6000003814697	18.8166666030884	-9.05000021060308	18.8166666030884	-10.0166668891907	1001	99	57	291	188	291	201
-72.818831	46.067638	Quebec	Odanak	130	5.1999998986721	9.33333337306976	22.4358973256817	1171.71979912614	23.8999996185303	-17.7000007629395	41.6000003814697	18.8166666030884	-9.05000021060308	18.8166666030884	-10.0166668891907	1001	99	57	291	188	291	201
-72.818831	46.067638	Quebec	Odanak	131	5.1999998986721	9.33333337306976	22.4358973256817	1171.71979912614	23.8999996185303	-17.7000007629395	41.6000003814697	18.8166666030884	-9.05000021060308	18.8166666030884	-10.0166668891907	1001	99	57	291	188	291	201
