24N02794	24N02794	Cluster_13
24N02795	24N02795	Cluster_13
24N02796	24N02796	Cluster_13
24N02797	24N02797	Cluster_13
24N02799	24N02799	Cluster_13
24N02800	24N02800	Cluster_13
24N02801	24N02801	Cluster_13
24N02802	24N02802	Cluster_13
24N02804	24N02804	Cluster_13
24N02815	24N02815	Cluster_14
24N02816	24N02816	Cluster_14
24N02817	24N02817	Cluster_14
24N02818	24N02818	Cluster_14
24N02819	24N02819	Cluster_14
24N02820	24N02820	Cluster_14
24N02821	24N02821	Cluster_14
24N02822	24N02822	Cluster_14
24N02823	24N02823	Cluster_14
24N02824	24N02824	Cluster_14
24N02825	24N02825	Cluster_14
24N02826	24N02826	Cluster_14
25N03037	25N03037	Cluster_15
25N03038	25N03038	Cluster_15
25N03039	25N03039	Cluster_15
25N03040	25N03040	Cluster_15
25N03041	25N03041	Cluster_15
25N03042	25N03042	Cluster_15
25N03043	25N03043	Cluster_15
25N03044	25N03044	Cluster_15
25N03045	25N03045	Cluster_15
25N03046	25N03046	Cluster_15
25N03047	25N03047	Cluster_15
25N03048	25N03048	Cluster_15
25N03067	25N03067	Cluster_16
25N03068	25N03068	Cluster_16
25N03069	25N03069	Cluster_16
25N03070	25N03070	Cluster_16
25N03071	25N03071	Cluster_16
25N03072	25N03072	Cluster_16
25N03073	25N03073	Cluster_16
25N03074	25N03074	Cluster_16
25N03075	25N03075	Cluster_16
25N03076	25N03076	Cluster_16
25N03077	25N03077	Cluster_16
25N03078	25N03078	Cluster_16
25N03097	25N03097	Cluster_17
25N03098	25N03098	Cluster_17
25N03099	25N03099	Cluster_17
25N03100	25N03100	Cluster_17
25N03101	25N03101	Cluster_17
25N03102	25N03102	Cluster_17
25N03103	25N03103	Cluster_17
25N03104	25N03104	Cluster_17
25N03105	25N03105	Cluster_17
25N03106	25N03106	Cluster_17
25N03107	25N03107	Cluster_17
25N03108	25N03108	Cluster_17
25N13574	25N13574	Cluster_18
25N13576	25N13576	Cluster_18
25N13577	25N13577	Cluster_18
25N13578	25N13578	Cluster_18
25N13579	25N13579	Cluster_18
25N13580	25N13580	Cluster_18
25N13581	25N13581	Cluster_18
25N13582	25N13582	Cluster_18
25N13583	25N13583	Cluster_18
25N13584	25N13584	Cluster_18
25N13585	25N13585	Cluster_18
25N13586	25N13586	Cluster_18
25N13631	25N13631	Cluster_19
25N13632	25N13632	Cluster_19
25N13633	25N13633	Cluster_19
25N13634	25N13634	Cluster_19
25N13635	25N13635	Cluster_19
25N17421	25N17421	Cluster_20
25N17422	25N17422	Cluster_20
25N17423	25N17423	Cluster_20
25N17424	25N17424	Cluster_20
25N17425	25N17425	Cluster_20
25N17426	25N17426	Cluster_20
25N17427	25N17427	Cluster_20
25N17428	25N17428	Cluster_20
25N17429	25N17429	Cluster_20
25N17430	25N17430	Cluster_20
25N17431	25N17431	Cluster_20
25N17432	25N17432	Cluster_20
25N19612	25N19612	Cluster_21
25N19613	25N19613	Cluster_21
25N19614	25N19614	Cluster_21
25N19615	25N19615	Cluster_21
25N19616	25N19616	Cluster_21
25N19617	25N19617	Cluster_21
24N21269	24N21269	Cluster_21
